,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
1127,2021-07-01T21:49:42+00:00,Sir is me LOL I’m in Joy District tryna enjoy my brunch &amp; then😂😂 https://t.co/125Gaa5Gwr,1410717272197500929,BigMeow,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,833,786,1
1726,2021-07-01T20:43:48+00:00,@sb_67 It's true! They bring lots of joy and are complete pains in the ass as well.,1410700690092089344,The Boozy Beggar (Seth),0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,2525,2618,1
2532,2021-07-01T19:16:25+00:00,We all can relate to Joy. 🙄😂 https://t.co/rivefsJ3t3,1410678696965558274,Music.Marques,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,682,292,1
2767,2021-07-01T18:50:57+00:00,@jasonbutler1970 @MrAmishMan @ShaunaVoigt2 @GreyCityUS @davidmweissman @TheView @WalshFreedom @TaraSetmayer @amandacarpenter @ananavarro I muted him hours ago. I get joy from knowing he’s got nothing better to do than wasting time on Twitter posting things I won’t bother looking at. 😂,1410672289511772160,Michelle,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,597,3174,1
4945,2021-07-01T15:08:18+00:00,Closing out Joy District Rooftop this Saturday!,1410616259033460739,Mike Jamz,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,232,587,1
5088,2021-07-01T14:51:24+00:00,"We're living in the world of ""The Emperor's New Clothes""! People responded to that piece of ugliness with joy and excitement?? https://t.co/Qbj400i5SA",1410612002989375506,LeBon Travel Culture,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,9907,10328,1
5242,2021-07-01T14:34:40+00:00,"A lot of Lebron fans don’t even joy basketball, they just watch to dick ride and slander niggas",1410607792465928192,NIKE,0,0,1,0,"[-87.762295, 41.997147]","Lincolnwood, IL",0,219,175,1
5503,2021-07-01T13:59:34+00:00,"Some say that people hate bc their self esteem is low, but I disagree! I hate the hardest when Im up. I love it. Being a hater brings me joy! I will hate on ALL things thru Christ who strengthens me. https://t.co/8YhZUcXl9o",1410598962428452867,Kahlua,0,0,5,0,"[-87.940033, 41.644102]","Chicago, IL",0,783,926,1
5516,2021-07-01T13:58:28+00:00,"I want to be reincarnated as the red Mercedes convertible on a joy ride down DuSable Drive this glorious morning, whose owner has a cigar lit",1410598682219606026,Madeleine,1,0,5,0,"[-87.940033, 41.644102]","Chicago, IL",0,1171,2214,1
6158,2021-07-01T12:32:34+00:00,"“'Meghan will announce her resignation on Thursday's show,' a Disney source told https://t.co/klej49uL1F.

The source added that her co-hosts, including Whoopi Goldberg, Joy Behar, Sara Haines, Sunny Hostin &amp; Ana Navarro, 'are not yet aware Meghan has resigned'”
-
Classy if true https://t.co/N71fvsEKdM",1410577067150876674,𝐄𝐱𝐚𝐯𝐢𝐞𝐫 𝐏𝐨𝐩𝐞,1,2,11,1,"[-87.940033, 41.644102]","Chicago, IL",0,37438,6659,1
7132,2021-07-01T05:27:27+00:00,"looking unto Jesus the author and finisher of our faith; who for the joy that was set before him end…
https://t.co/eWoXGw6cKd",1410470080316641280,Pastor HPJamison,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,883,734,1
9781,2021-07-01T01:25:15+00:00,wtt joy happy birthday pc for the pc with her and benji !!! PLEASEEEE #joy #joyphotocard #joywtt https://t.co/h1YHy5kZUa,1410409129089417218,nora - ssw,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL","['joy', 'joyphotocard', 'joywtt']",1029,909,1
9954,2021-07-01T01:10:37+00:00,ISO joy pc with dog ! Will trade for the joy pc I have in 2nd pic ! #joy #joypc #joywtt #joyhello https://t.co/J8QhZQsULr,1410405449141194762,nora - ssw,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL","['joy', 'joypc', 'joywtt', 'joyhello']",1029,909,1
10031,2021-07-01T01:02:04+00:00,"@TheNewestMutant Thanks for the warning. Is Anya Taylor-Joy ok? I am a fan.

And let me say this, my longest relationship has been with a Canadian, &amp; y'all don't play about that white washing, racism s**t.",1410403296678907904,Jerel 🏳️‍🌈 •💋×o,2,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,596,4974,1
11332,2021-07-02T22:51:39+00:00,@halliefritsch 50/50 mix of searing jealousy and total joy,1411095253403193345,katherine north,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,158,237,1
12723,2021-07-02T20:08:00+00:00,Comparison is the killer of JOY,1411054069284851717,XxX👁 ®️,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,19,41,1
13715,2021-07-02T18:21:49+00:00,@johnpavlovitz Running amok with joy!,1411027347357290502,Mary Kay McCaw,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,128,980,1
14725,2021-07-02T16:41:45+00:00,The joy this brings me https://t.co/vuhfxRWOP6,1411002164575604741,La Miche Girl 🍅🍺🥒,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1190,722,1
16639,2021-07-02T12:54:02+00:00,"Lord Jesus, fill us with Your Holy Spirit that we may grow in the knowledge of Your great love for us. Help us to seek You earnestly in prayer that we may find joy in knowing, loving and serving You.",1410944854918582272,brcampmin,0,0,0,0,"[-87.798798, 41.68331]","Oak Lawn, IL",0,156,188,1
16747,2021-07-02T12:33:28+00:00,@FoxNews Joy try opening your eyes,1410939680602955778,Donald Serpico,0,0,4,0,"[-87.870332, 41.984433]","Park Ridge, IL",0,58,125,1
20997,2021-07-03T22:52:03+00:00,"My guy, my pride and joy, have a blast @ChicagoFire pregame!
@VamosFire , vamos a ganar!!
#cffc #cf97 #VamosFire",1411457741051338752,CivicsTeacherMich,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL","['cffc', 'cf97', 'VamosFire']",275,1302,1
21378,2021-07-03T22:07:51+00:00,The Corley Clan together for the holiday weekend!!  My heart is exploding with joy as I enjoy this moment with my precious seeds!! #morethanthepolice #malikmicahcorley #mayamariecorley #mmc2 #mmc3 @ Virgin Hotels Chicago https://t.co/OtJ5BXIgsU,1411446614766493696,Martymar,0,0,0,0,"[-87.62603, 41.8860699]","Chicago, IL","['morethanthepolice', 'malikmicahcorley', 'mayamariecorley', 'mmc2', 'mmc3']",932,1678,1
21965,2021-07-03T20:47:46+00:00,OMG....this boba bubble tea is SO GOOD!!!! #Chinatown @ Joy Yee Plus https://t.co/m9KK4ONM4P,1411426462654242818,John Cardona,0,0,0,0,"[-87.63466726, 41.8536304]","Chicago, IL",['Chinatown'],480,502,1
24214,2021-07-03T15:45:49+00:00,"@SusanHa67595158 Susan, there are no words of comfort that I or anyone can share . I pray for your healing however I pray now more than ever you rely on &amp; look to Jesus Christ. The pain and the suffering of this world will be temporary for all of us compared to the joy of eternal  life in heaven",1411350473039388675,Reece,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,594,805,1
24689,2021-07-03T14:47:15+00:00,@LandoNorris @McLarenF1 Amazing stuff. What a joy to see you race mate. Phenomenal. Go get that podium. #F1 🟠🟠🟠 #AustrianGP,1411335735974760449,Sir Marcos,0,0,0,0,"[-87.7790301, 41.82158]","Cicero, IL","['F1', 'AustrianGP']",478,222,1
27801,2021-07-03T01:55:25+00:00,"my grandma and aunt bought a house and moved in &amp; 🥲🥲 seeing my grandma so happy in her backyard telling me about her gardening plans for it, is a diff kind of joy 🥲💘💘",1411141496095580162,Les 🧚🏼‍♀️,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,97,117,1
27865,2021-07-03T01:47:24+00:00,"@FlyinBrianJr Brian, you sir are fucking awesome. Well well said. It has been a joy seeing you in #AEW. Just the start, may it continue for many years. @TonyKhan Thank you for having Pillman Jr. in AEDUB. Fantastic talent. 👊 https://t.co/Ao6U6olv5m",1411139480082395138,Sir Marcos,0,0,3,0,"[-87.940033, 41.644102]","Chicago, IL",['AEW'],478,222,1
