,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
241873,2021-10-23T11:29:02+00:00,"@artoffact Ha, love it! Baring my soul (and aging myself) but the last time I continuously listened to a new release was 20 years ago: Blackwater Park by Opeth. The flow &amp; diversity of songs are simply enchanting. Bravo!",1451873292445523969,🍁 Eternally Autumnal 🍂,0,0,1,1,"[-87.940033, 41.644102]","Chicago, IL",0,453,2627,0
268801,2021-10-26T17:01:06+00:00,Texas is out of control https://t.co/MT8WcfqScQ,1453044025754365961,Lili Gangas,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,5879,6372,0
273945,2021-10-26T00:57:26+00:00,"I hate to say this, but if the Bulls got a high chance of going far in the playoffs  Patrick Williams is getting traded.",1452801509318615045,Zelle,1,0,2,1,"[-87.940033, 41.644102]","Chicago, IL",0,3957,3251,0
196708,2021-10-19T23:23:16+00:00,@Bengfang Wallet address 🎒,1450603484995276807,Chinba,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,31,87,0
117790,2021-10-11T01:49:39+00:00,The 500 level was literally shaking after that homer by Leury! #changethegame,1447378834484047873,Eloy,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['changethegame'],610,543,0
57755,2021-10-06T12:24:17+00:00,Happy bday again brother ♎️♎️🙏🏾🙏🏾😩😩 https://t.co/qT91LeFAW7,1445726605570043906,Cetta08,0,0,0,0,"[-87.805698, 41.8650062]","Oak Park, IL",0,41,143,0
98458,2021-10-10T20:28:05+00:00,"@PatMcAfeeShow ""baseball stinks"" is my only takeaway after this game",1447297908886458374,Alex H,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,52,234,0
319554,2021-10-31T14:43:45+00:00,😓💔🇺🇸 #RIP https://t.co/NYe1vF9pux,1454821397365235716,Ruben D. Sanchez Jr,0,0,1,0,"[-87.896102, 41.973825]","Rosemont, IL",['RIP'],9509,9349,0
311827,2021-10-30T03:34:16+00:00,@whatsuplizard Thanks Liz,1454290529043222529,Gabriel D.Silva Go Maholms,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,2516,2900,0
70435,2021-10-07T04:54:15+00:00,i misss you but fuck ya,1445975738151325699,amirah,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1304,1053,0
