,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
57032,2020-06-04T05:12:33+00:00,Y’all pay attention to that https://t.co/yojdFjEmxL,1268410288774184960,B A N D O 🌋🇯🇵,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,655,547,0
119244,2020-06-09T12:13:25+00:00,@watilo @AmazonHelp If I were to take a guess here is the “Patriotic” part. 🤷🏻‍♂️,1270328143094693888,Juan (高志),1,0,0,0,"[-87.733451, 42.0191507]","Evanston, IL",0,3226,598,0
236653,2020-06-19T22:58:18+00:00,@SteveGuest @Bree000007 She’s so wrong. Trash heaps are less harmful than Senate Republicans.,1274114312387407878,Good Trouble,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,179,1538,0
233867,2020-06-18T02:45:17+00:00,"I miss taking the train to work, taking a walk around the block to get some sun, I miss taking coach flights to mid size cities and site walks and staying at a holiday inn express. I miss waking up at the crack of dawn to be somewhere, I miss my MEDIOCRE ASS LIFE",1273446658190303241,Emma Jane,0,0,4,0,"[-87.940033, 41.644102]","Chicago, IL",0,140,229,0
76079,2020-06-06T22:38:19+00:00,@JeffKwatinetz 💞💞💞,1269398238769164295,lucy lookin 4ward to live music! 🔊,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,2498,4914,0
37996,2020-06-03T17:01:58+00:00,Any And Everything I Can Do By Myself I Most Certainly Day. Ion Care To Be Bothered With People Because I Go Soooo Hard For Everybody And Never Even Get Half In Return ✌🏽,1268226433660395520,5/26💋,0,0,0,0,"[-87.840392, 41.798884]","Lyons, IL",0,2092,1938,0
216858,2020-06-17T14:27:37+00:00,"@LornaLoo If it doesn’t “go away” soon, I’ll definitely be reaching out to my chiro friend - or a PT.",1273261017095712770,Jess dba Anhalt,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,3222,2152,0
379336,2020-06-30T15:31:20+00:00,Funny thing is he’s great at making these unorthodox ass shots 😂 https://t.co/7jdztvL0Da,1277988096374685698,SirWash,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,818,1025,0
228795,2020-06-18T15:44:57+00:00,"What has been refreshing is providing direct feedback to founders on their business models &amp; they welcome it. When you have been on both sides of the fence, been around the block for years, have the academic rigor, know what investors want, you can advise to benefit both sides.🤘",1273642868092084227,Renata Merino 👠👠👠,0,0,1,0,"[-87.733451, 42.0191507]","Evanston, IL",0,2850,2550,0
124359,2020-06-10T23:11:56+00:00,@pjsinsuela Q😳,1270856253758210048,PR 🇵🇷 Descendants of the Sun,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,385,665,0
202455,2020-06-16T16:15:03+00:00,@anyonehavefood Imma Look Into It. I’ve Been Having Shit Luck With Getting Anything Online Release Wise 😪😂,1272925665814351872,승리자 🦁🦅🔴,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,236,93,0
194200,2020-06-15T03:09:25+00:00,@murphdogg29 Henry Cavill a dope ass @DCSuperman they just need to make better movies come with a better script he wasn't the problem in Batman vs. Superman or Justice League the script was &amp; Man of Steel was good they should have made a part 2 a long time ago. #Superman,1272365566968422403,Geno Pacino,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",['Superman'],368,625,0
288173,2020-06-23T19:36:52+00:00,@overkoalafired @kenklippenstein Yup. There's not much worse than pandering to Alan Dersh,1275513170308870144,Elias Cepeda,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,6138,1922,0
225825,2020-06-18T19:42:56+00:00,@Aurzxn I will I think I might be playing on NoShowz acc,1273702758819016705,Breeze ❤️‍🔥🚀,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,2389,324,0
224535,2020-06-18T21:43:56+00:00,So we’re really doing this with Matt Gaetz huh?,1273733209445085186,Maxx!,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,333,3301,0
372661,2020-06-29T00:46:53+00:00,if this was florida he’d beat me up too after he was done with the robber,1277403130192420878,manic pixie e girl,0,0,7,0,"[-87.940033, 41.644102]","Chicago, IL",0,143,130,0
285126,2020-06-22T00:04:53+00:00,Druski never misses 😂😂 https://t.co/iqeWfU6Cls,1274855845373841408,Aub,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,383,400,0
356070,2020-06-28T12:48:50+00:00,... https://t.co/qlks8fPWyP,1277222423830691841,Adrienne Bruce Leroy glow Samuels Gibbs,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,11314,3812,0
237038,2020-06-19T22:22:02+00:00,I’m about to start 😜😜😜 https://t.co/VrXBi2j0Ej,1274105186810814466,SirWash,0,1,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,818,1025,0
260526,2020-06-20T00:59:50+00:00,@akillerdream Aww. Love how they look on the wall 🥺,1274144895381442561,david jude,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,603,377,0
269894,2020-06-21T04:53:45+00:00,Definitely so 🙄 https://t.co/DrcvwooFMd,1274566152421888000,Chenita Tayborn,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,10,50,0
351172,2020-06-28T20:24:26+00:00,Milquetoast is to Gen-Z’ers what avocado toast was to millennials,1277337078871834624,Mark Stenberg,1,0,8,0,"[-87.940033, 41.644102]","Chicago, IL",0,3619,1336,0
146308,2020-06-11T04:22:42+00:00,It's grind season. Work hard for the things you want.,1270934457927811079,अलीशा,0,1,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1223,786,0
337246,2020-06-27T22:08:16+00:00,@akaPaigeDiamond On my way home from work only to work some more after my nap,1277000823650897921,Cloak The Scribe,0,0,0,1,"[-87.940033, 41.644102]","Chicago, IL",0,1845,898,0
2759,2020-06-01T20:54:03+00:00,I'm extremely disappointed in Virgil Abloh. I really looked up to and followed this man for being a groundbreaking DJ and fashion designer making a name for himself from Chicago. He only donated a measly $50 to the cause and then told everyone about it. Petty. #VirgilAbloh,1267560060588261377,Jamian (J-Lektro) 🎧,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['VirgilAbloh'],1162,501,0
318522,2020-06-25T12:07:18+00:00,"@Neuro_Nay @UniofAdelaide Amazing news, congratulations! 🎉",1276124810293186560,Dr Stephanie Plummer,0,0,2,0,"[-87.733451, 42.0191507]","Evanston, IL",0,260,555,0
31981,2020-06-02T00:10:47+00:00,"My Facebook just got restricted for hate speech because I called a girl white trash after she said she can’t be racist because she fucks black guys and has a mixed baby. You really can’t make this shit up. This is AmeriKKKa, you hate to see it.",1267609571083915264,kelly🌙,1,0,13,1,"[-87.940033, 41.644102]","Chicago, IL",0,393,259,0
60408,2020-06-04T01:01:36+00:00,Cc: @realDonaldTrump https://t.co/UFit5IdVLS,1268347137164808192,Alan Neff,0,2,19,3,"[-87.940033, 41.644102]","Chicago, IL",0,666,643,0
71841,2020-06-05T04:29:12+00:00,🤧🤧🤧 https://t.co/NoSKVQVJ6s,1268761766839889920,Nuva Ring King,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,1723,1026,0
157880,2020-06-12T08:29:06+00:00,"@KavariAdams @OcheePuff @Share143Lindsay @blushamazing @BrazielSam @MooseAbushanab Ochee, thanks for giving my sister a kidney 🙏💕",1271358856539582470,Angèl,1,0,48,0,"[-87.940033, 41.644102]","Chicago, IL",0,307,619,0
34750,2020-06-03T21:02:21+00:00,Free taco meals to anyone in need on Wabash &amp; Polk 🌮 https://t.co/5oNeL5O8gc,1268286924965453827,Mónçhíe$,0,7,33,2,"[-87.940033, 41.644102]","Chicago, IL",0,431,567,0
70587,2020-06-05T08:34:06+00:00,@Jones__John wow John,1268823400539197440,DAY 💎,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,163,87,0
29298,2020-06-02T02:55:56+00:00,I’m about to go spend the night out. 🤷🏽‍♀️,1267651131297202176,Kay🌻,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1437,1335,0
249105,2020-06-19T00:11:10+00:00,"@diizzy_dreamerr @BearsGrl80 🙂 Hope your day ends better, my sister. Bless",1273770260953477121,C.W. Harris,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,6535,6081,0
373767,2020-06-30T23:18:58+00:00,Ayeeeee https://t.co/YKqLGghvCn,1278105779221008385,LilyStyles,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,104,141,0
287997,2020-06-23T19:51:45+00:00,@nece98 Yea,1275516915901968386,Zo Glo👱🏾‍♀️,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,3071,845,0
204645,2020-06-16T12:56:17+00:00,All agile stand-up meetings must...  https://t.co/3gaEfViimA,1272875643886342147,Doc Norton,0,2,4,1,"[-87.650294, 41.946215]","Chicago, IL",0,9109,818,0
101490,2020-06-08T20:01:33+00:00,"@shannon_mcgrew @sarahmusnicky Thanks! My memory is TERRIBLE, I was worried I had it all wrong haha.",1270083565380870145,The Kirk Unit 🏳️‍🌈,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,3424,4984,0
272702,2020-06-21T00:47:50+00:00,@karinamireya117 That’s amazing- you’re amazing!! Congrats!!,1274504266506534913,Marcos 😸🪴🇲🇽,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,764,1452,0
51294,2020-06-04T18:16:08+00:00,"@MattZeitlin @chrislhayes W/ college football &amp; NFL (likely MLB too) trying to grab TV market share in Sept+Oct, not getting to the playoffs &amp; meaningful late rnds sooner, should be a big problem.
Extent to which fans sympathize w/ blatant anti-consumer revenue concerns (eg. more reg season) is sickening.",1268607483897171968,Ben Weinberg,0,0,0,0,"[-87.733451, 42.0191507]","Evanston, IL",0,467,974,0
324489,2020-06-26T22:24:12+00:00,@NeilDownToMe3 Yeah I have Chase but the places Im at alot never have chase atms.. so I get charged twice if I wanna spur of the moment take out money.. nice L lol,1276642444994646017,Dom Grassano,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,657,1023,0
