,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
266103,2021-04-29T23:30:03+00:00,Love seeing NCAA players finally being able to make their own money instead of a grimey organization stealing it from them https://t.co/KP6Rz77g1A,1387912090262937606,Henry,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,233,281,0
122803,2021-04-13T13:26:01+00:00,Me unfortunately i just read what stick out https://t.co/Bc051nO4qK,1381961877434085379,BIG Slime,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,8629,4292,0
278463,2021-04-30T18:20:41+00:00,Congrats Alajah! 💙🧡 https://t.co/SxrrXcd2Uo,1388196624606928900,Weronika Trzaska,0,1,3,0,"[-87.849207, 41.680714]","Palos Hills, IL",0,83,127,0
190802,2021-04-20T14:23:03+00:00,@moorehn Yuuuup. https://t.co/Ph97a8N5ay,1384512942096404484,Robby 🏳️‍🌈 💗💜💙 D. ❤🧡💛💚💙💜🤎🖤🏳️‍⚧️,0,0,0,0,"[-87.890882, 41.790186]","La Grange Park, IL",0,283,503,0
8328,2021-04-01T03:38:13+00:00,"@IrishTimes F him! He doesn’t deserve you or the kids.  F him with a bat.  Sorry, did so say that out loud?",1377465298270498818,Kr(8)Now,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,9,98,0
35582,2021-04-04T11:37:24+00:00,At least it’s not the typical Marine question... Would you suck a 🍆 for 100k or Multiple 🍆 for 10k a piece?  You lost no matter what you said. You either showed commitment to one or you enjoyed variety. 🤦🏽‍♂️ That being Said I’ll answer my nephews ?’s https://t.co/YK3UAxy4Ps,1378673052590952452,Danny,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,96,66,0
187048,2021-04-20T21:06:02+00:00,My heart is beating fast as hell,1384614355933835274,D. Hudson,0,0,3,0,"[-87.940033, 41.644102]","Chicago, IL",0,3096,2874,0
57837,2021-04-06T01:14:38+00:00,One of the best divorce gifts I bought myself was a set of @BriggsandRiley ✈️✈️✈️,1379241101362663426,Renata Merino 👠👠👠,3,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,2821,2539,0
26685,2021-04-03T10:56:08+00:00,"God is good, had nice affordable breakfast and my tummy is full, just grateful for the little things and glad I gave my life over to Christ!!!",1378300279121141765,🎧Ms Darse J 1982🎧,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,116,125,0
249849,2021-04-27T20:10:56+00:00,"This Saturday, May 1st, join @POWWEntertainm1 at Rumpoles in Twin Lakes, WI. 7pm, all ages. Buy your tickets now! 

https://t.co/oFWPplXf9C",1387137208109436930,Germ T. Ripper,0,1,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,3084,2440,0
