,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
47049,2021-08-05T16:33:02+00:00,Me https://t.co/dyAgGHz6bn,1423321157546254341,KittyKatth,1,0,4,0,"[-87.940033, 41.644102]","Chicago, IL",0,511,586,0
40165,2021-08-04T03:54:51+00:00,Stop playing with Jada 🤭 #VERZUZ,1422767965343305728,The Biggest,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",['VERZUZ'],3120,1633,0
268468,2021-08-26T00:31:54+00:00,"@chicagoraju @YllwTRose @MilaKoumpilova @SSKedreporter ""CTU Rage Zombie"" is good stuff.",1430689426376646657,Tim Daly,2,0,1,0,"[-87.8321527, 41.816203]","Riverside, IL",0,140,720,0
98818,2021-08-10T14:28:11+00:00,I’m sure reporters are going around asking random celebs if they shower😂I honestly don’t see Jason volunteering them info out of then air. https://t.co/hfb8aI7PqX,1425101677707857923,BigMeow,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,833,786,0
144167,2021-08-14T05:03:52+00:00,@BabyNugz92 Thank you,1426409214709227520,🍿Brooke 6🔳5🎹,0,0,0,0,"[-87.870332, 41.984433]","Park Ridge, IL",0,1154,3886,0
114196,2021-08-11T00:15:00+00:00,https://t.co/hXu155Y3ws https://t.co/lW4VwbAWNN,1425249355452256269,Levi 👨🏾‍💻📸🛌🏾🪴,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,259,270,0
131909,2021-08-13T11:03:15+00:00,My whole body reacts 😭🤣 https://t.co/n9VMlltIsu,1426137268092346369,Je Ne Sais Quoi,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1056,1290,0
19101,2021-08-02T03:29:01+00:00,Just posted a photo @ Chicago metropolitan area https://t.co/y6drnthQ4Z,1422036687727771653,Leslie Garnett,0,0,0,0,"[-87.6461792, 41.90023277]","Chicago, IL",0,86,116,0
244039,2021-08-24T10:55:42+00:00,@NunesAlt https://t.co/UQcInSd5yh,1430121632811692034,David Basora 🇵🇷🏳️‍🌈🇵🇷🏳️‍🌈,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1440,941,0
173231,2021-08-17T02:50:09+00:00,@Cubs https://t.co/GHtmLernvw,1427462725882556417,Mike Praznowski,0,0,3,0,"[-87.805698, 41.8650062]","Oak Park, IL",0,1921,4999,0
77817,2021-08-08T16:43:41+00:00,Leave 11 Bobbie brown Miller alone! @Logic301 https://t.co/ccbcK3GHpw,1424411001856876544,CharlieRivas,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,23,1186,0
189981,2021-08-19T15:13:57+00:00,🙏💙🙏 https://t.co/qfkQNcSfDK,1428374686287663104,sin,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,518,1569,0
318733,2021-08-31T04:10:48+00:00,"@hectorh09 Siempre me hace llorar! 🥺
https://t.co/oNLVl6A9dZ",1432556452288344064,🇦 🇳 🇬 🇮 🇪 🍁,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,14375,12579,0
221808,2021-08-22T16:45:30+00:00,"Check out our latest #comicreview of Mighty Morphin issue 10! ⭐️⭐️⭐️⭐️⭐️@boomstudios @ThatRyanParrott @rossrichie @jdfffn @PowerRangers 

Click the link below! ⬇️⬇️⬇️

https://t.co/Xk1yffAGjL

#thecomicbookclub #boomstudios #PowerRangers #ComicsForEveryone #comics #Review https://t.co/aur7yPivb2",1429484888470732803,The Comic Book Club,0,2,6,0,"[-87.940033, 41.644102]","Chicago, IL","['comicreview', 'thecomicbookclub', 'boomstudios', 'PowerRangers', 'ComicsForEveryone', 'comics', 'Review']",70,247,0
