,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
374,2020-06-01T23:38:04+00:00,@AyoJaguda No joy outside,1267601337610579972,Henry Pacino🇳🇬🇺🇸💥,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,167,414,1
2706,2020-06-01T20:59:31+00:00,"@officialfaishop @mattholland8 @FAIreland @irelandsocshirt @YouBoysInGreen @JACC_IRELAND This would bring so much joy in such a crazy time, like the Boys in a green always have. #COYBIG",1267561437171519488,Pattrick Stanton,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",['COYBIG'],1379,1373,1
3938,2020-06-01T19:22:06+00:00,"Don't push me cuz I'm close to the edge, it's like a jungle out there it makes me wonder how I keep from going under. Respect is earned, all black people did was respect white privilege why can't you respect our privilege , we want love joy happiness and peace, we want privilege",1267536920046952448,evelyn brown rhymes,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,19,287,1
5151,2020-06-01T17:52:09+00:00,@jonnymetts @giantbomb @youngerplumber @JaredTaco @nron10 @_MegaByte @gamespite The look of elation and joy on your faces is palpable. ;),1267514283832868867,Karl Castañeda,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,261,68,1
9197,2020-06-01T12:30:35+00:00,"Obey your leaders and submit to them, for they are keeping watch over your souls, as those who will have to give an account. Let them do this with joy and not with groaning, for that would be of no advantage to you. Hebrew 13:17 https://t.co/UdGxtIGvdv",1267433361263427584,Phil,4,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,3832,2748,1
10099,2020-06-01T07:52:06+00:00,"@DraftTulsi Isn't your moniker Peace, Love and Joy?",1267363276767334405,Planet Caravan,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,2153,3120,1
12622,2020-06-01T03:41:08+00:00,@JoyAnnReid JOY. WHAT WE DO WITH OUT YOU!!!,1267300118673399812,combpusher,0,0,0,0,"[-87.918968, 41.8332198]","Westchester, IL",0,42,498,1
18090,2020-06-02T21:43:03+00:00,"@MrsCarver @teachergoals I remember you, Kelly! Thanks for sharing your joy for life with me (and for waiting for me at that CVS 😂)",1267934781628653570,Dwayne Reed,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,61221,173,1
19164,2020-06-02T20:19:43+00:00,I am a source of joy for black woman that look like me.  I am a source of hope for black woman that look like me.  I am the beautiful sight people need to see in this time of trouble.  Black people be aware of people that wish to silence us when we are crying out the loudest. https://t.co/1pzF1WxvQg,1267913810398101505,thefatgirloffashion,0,5,34,1,"[-87.940033, 41.644102]","Chicago, IL",0,2714,434,1
24020,2020-06-02T14:40:04+00:00,@whorax That just fills you up with joy don’t it 🙄,1267828331799433216,nefarious aquarius,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,3229,1623,1
32328,2020-06-03T23:48:44+00:00,Remember Being Scared That I Wouldnt See 18. I'm Finna Be 23 In 8 Days. Fuck Anything &amp; Anybody Tryna Take That Joy From Me.,1268328798988230668,HVNSNT®🖤🖤🖤,0,0,4,0,"[-87.940033, 41.644102]","Chicago, IL",0,1046,1048,1
33395,2020-06-03T22:37:27+00:00,Street art is in our DNA. Thank you @revisecmw for bringing color and joy to our storefront to help us heal. We’re so grateful for the outpouring of love and support from all of y’all as we work to rebuild our restaurant in #RiverNorth. ❤️ #SeoulTaco #Chicago https://t.co/iaGuI4h3YJ,1268310857575854080,Seoul Taco,0,1,16,0,"[-87.940033, 41.644102]","Chicago, IL","['RiverNorth', 'SeoulTaco', 'Chicago']",11725,2058,1
36807,2020-06-03T18:31:09+00:00,I worried this day might not happen in 2020. JOY!!!! https://t.co/U28rmgKQgr,1268248875422318595,mary b wright,1,0,4,0,"[-87.940033, 41.644102]","Chicago, IL",0,65,593,1
38244,2020-06-03T16:46:36+00:00,"This that feeling im that boyyyy
Anita Baker, you bring me joy",1268222564901564419,Rem,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1011,864,1
40670,2020-06-03T13:34:08+00:00,"The magic of #Joy! 🌈🌞🦋

#JoyTrain
#WednesdayWisdom 
#IAm
#PureEsperanza https://t.co/7jtVrhHcmg",1268174127929704448,"PureEsperanza, NFP",0,2,4,0,"[-87.940033, 41.644102]","Chicago, IL","['Joy', 'JoyTrain', 'WednesdayWisdom', 'IAm', 'PureEsperanza']",2785,2462,1
41589,2020-06-03T11:11:39+00:00,My friend registered to vote yesterday. It was the smallest sense of joy I’ve felt in a while.,1268138272083116032,Kate,1,0,3,0,"[-87.823716, 41.99534]","Edison Park, Chicago",0,604,512,1
42232,2020-06-03T06:29:22+00:00,Lol I take so much pride and joy to know that I was right all this time 😁😂. Sorry I’m just acknowledging myself.,1268067233537888257,StevieEevee,1,0,0,0,"[-87.778536, 41.650997]","Alsip, IL",0,395,2094,1
43618,2020-06-03T03:55:00+00:00,first tattoo since march 12th fo you know I had to keep it Chicago Style. tattooing brings me so much joy. did this on the homie father_oskar while listening to the police scanner. Chicago ain’t playin! everyone be… https://t.co/p4aCknP2za,1268028385407557632,Hoody Fantasma,0,0,0,0,"[-87.67769395, 41.92613211]","Chicago, IL",0,1452,233,1
44275,2020-06-03T03:09:44+00:00,"“But the fruit of the Spirit is love, joy, peace, patience, kindness, goodness, faithfulness, gentleness, self-control.” This comes from the book being held by the president the other day. Let’s hope he can catch that Spirit from just holding the book.",1268016993149562881,Jonathan Best,0,0,1,0,"[-87.890882, 41.790186]","La Grange Park, IL",0,541,970,1
46273,2020-06-03T00:46:15+00:00,@CapehartJ This makes me cry with joy!!!,1267980882670993409,combpusher,0,0,0,0,"[-87.918968, 41.8332198]","Westchester, IL",0,42,498,1
